,MSZoning,Street,LandContour,Utilities,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,AgeBeforeRemodel,TotalHouseSizeSF,OverallQual,OverallCond,YearRemodAdd,Foundation,BsmtCond,Heating,HeatingQC,CentralAir,Electrical,TotalKitchens,KitchenQual,TotalRooms,TotalBathRooms,Functional,Fireplaces,GarageType,GarageYrBlt,GarageQual,SaleType,SaleCondition,SalePrice
1129,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,0,2593,5,5,1980,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,4,2,Typ,0,Detchd,1980.0,TA,WD,Normal,140000
1130,RL,Pave,Lvl,AllPub,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,22,4154,4,3,1950,BrkTil,TA,GasA,TA,Y,SBrkr,1,Gd,7,3,Min2,2,Detchd,1981.0,TA,WD,Normal,135000
1131,RL,Pave,Lvl,AllPub,Gtl,Mitchel,Norm,Norm,1Fam,1Story,1,1976,5,5,1992,PConc,TA,GasA,TA,Y,SBrkr,1,TA,5,1,Typ,0,NG,-1.0,NG,Oth,Abnorml,93500
1132,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,2Story,70,3471,6,4,1950,BrkTil,TA,GasW,TA,Y,SBrkr,1,Fa,8,2,Typ,0,Detchd,1930.0,Fa,WD,Normal,117500
1133,RL,Pave,Lvl,AllPub,Gtl,SawyerW,Norm,Norm,1Fam,2Story,0,3769,8,5,1995,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,3,Typ,1,Attchd,1995.0,TA,WD,Normal,239500
1134,RL,Pave,HLS,AllPub,Gtl,Gilbert,Norm,Norm,1Fam,2Story,0,3114,6,5,1997,PConc,TA,GasA,Gd,Y,SBrkr,1,TA,7,3,Typ,1,Attchd,1997.0,TA,WD,Normal,169000
1135,RM,Pave,Lvl,AllPub,Gtl,BrkSide,Norm,Norm,1Fam,1Story,24,2254,6,5,1950,BrkTil,TA,GasA,TA,N,SBrkr,1,TA,5,1,Typ,1,Detchd,1926.0,TA,WD,Normal,102000
1136,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,0,2668,6,5,1950,CBlock,TA,GasA,TA,Y,FuseA,1,TA,6,1,Typ,0,Attchd,1950.0,TA,WD,Abnorml,119000
1137,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,121,1976,5,8,1996,CBlock,TA,GasA,Gd,N,SBrkr,1,TA,6,1,Typ,0,NG,-1.0,NG,WD,Normal,94000
1138,RL,Pave,Lvl,AllPub,Mod,Mitchel,Norm,Norm,1Fam,1Story,0,4144,6,5,1977,PConc,TA,GasA,TA,Y,SBrkr,1,Gd,5,3,Typ,2,Attchd,1977.0,TA,WD,Normal,196000
1139,RL,Pave,Lvl,AllPub,Gtl,BrkSide,Norm,Norm,1Fam,1Story,30,2919,5,5,1950,BrkTil,TA,GasA,TA,Y,SBrkr,1,TA,6,1,Maj1,1,Detchd,1972.0,TA,WD,Normal,144000
1140,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,2744,5,7,1951,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,4,2,Typ,0,Detchd,1988.0,TA,COD,Abnorml,139000
1141,RL,Pave,Lvl,AllPub,Gtl,NWAmes,PosN,Norm,1Fam,2Story,0,3676,5,7,1976,CBlock,TA,GasA,Ex,Y,SBrkr,1,Gd,9,4,Typ,1,Attchd,1976.0,TA,WD,Normal,197500
1142,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,2Story,1,5615,8,5,2007,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,11,4,Typ,1,BuiltIn,2006.0,TA,New,Partial,424870
1143,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,1Story,0,2036,5,3,1959,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,1,Typ,0,NG,-1.0,NG,WD,Normal,80000
1144,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,9,1876,4,4,1950,BrkTil,TA,Grav,Fa,N,FuseA,1,Fa,5,2,Typ,0,Detchd,1941.0,TA,WD,Normal,80000
1145,RM,Pave,Lvl,AllPub,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,22,2843,5,6,1950,BrkTil,TA,GasA,Ex,Y,SBrkr,1,TA,8,1,Typ,1,Detchd,1928.0,TA,WD,Family,149000
1146,RL,Pave,Lvl,AllPub,Gtl,SawyerW,Norm,Norm,1Fam,1Story,0,3190,6,5,1985,CBlock,TA,GasA,TA,Y,SBrkr,1,Gd,5,3,Typ,1,Attchd,1985.0,TA,WD,Normal,180000
1147,RL,Pave,Bnk,AllPub,Gtl,Crawfor,Norm,Norm,1Fam,2Story,9,2502,7,7,1950,CBlock,TA,GasA,Ex,Y,SBrkr,1,Fa,7,2,Typ,1,Attchd,1941.0,TA,WD,Normal,174500
1148,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,24,2147,7,7,1950,PConc,TA,GasA,TA,Y,SBrkr,1,TA,5,1,Typ,1,Detchd,1982.0,TA,WD,Normal,116900
1149,RM,Pave,Lvl,AllPub,Gtl,OldTown,Artery,Norm,1Fam,2Story,68,2456,7,9,1988,PConc,TA,GasA,Ex,Y,SBrkr,1,TA,7,2,Typ,0,Detchd,1930.0,TA,WD,Normal,143000
1150,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,2384,6,5,1950,CBlock,TA,GasA,Ex,Y,FuseA,1,Gd,4,1,Typ,1,Attchd,1950.0,TA,WD,Normal,124000
1151,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,1Fam,1Story,0,3700,5,4,1959,CBlock,TA,GasA,TA,Y,SBrkr,1,Fa,6,2,Typ,2,Attchd,1959.0,TA,WD,Normal,149900
1152,RL,Pave,Lvl,AllPub,Gtl,Crawfor,Norm,Norm,1Fam,1Story,48,3634,6,7,2004,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,6,1,Typ,1,Attchd,1956.0,TA,WD,Abnorml,230000
1153,RM,Pave,Lvl,AllPub,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,77,2160,6,8,2007,BrkTil,TA,GasA,Ex,Y,SBrkr,1,TA,5,1,Typ,0,Detchd,2002.0,TA,WD,Normal,120500
1154,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,2Story,23,3593,7,6,1988,CBlock,TA,GasA,TA,Y,SBrkr,1,Gd,8,3,Typ,2,Attchd,1965.0,TA,WD,Normal,201800
1155,RL,Pave,Lvl,AllPub,Gtl,Veenker,Norm,Norm,1Fam,1Story,28,3603,5,8,2004,CBlock,TA,GasA,TA,Y,SBrkr,1,Gd,6,3,Typ,1,Attchd,1976.0,TA,WD,Normal,218000
1156,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,SLvl,34,3174,5,8,1999,PConc,TA,GasA,Gd,Y,SBrkr,1,Gd,6,3,Typ,1,Attchd,1965.0,TA,WD,Normal,179900
1157,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,1,3488,7,5,2008,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,3,Typ,1,Attchd,2008.0,TA,WD,Normal,230000
1158,RL,Pave,Lvl,AllPub,Gtl,Somerst,Feedr,Norm,1Fam,1Story,1,4014,8,5,2008,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,2,Typ,0,Attchd,2008.0,TA,ConLD,Partial,235128
1159,RL,Pave,Lvl,AllPub,Gtl,NWAmes,Norm,Norm,1Fam,2Story,0,3386,6,6,1974,CBlock,TA,GasA,TA,Y,SBrkr,1,Gd,8,3,Typ,1,Attchd,1974.0,Gd,WD,Normal,185000
1160,RL,Pave,Lvl,AllPub,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,0,2777,6,5,1978,CBlock,TA,GasA,Fa,Y,SBrkr,1,TA,7,3,Typ,1,Attchd,1978.0,TA,WD,Normal,146000
1161,RL,Pave,Low,AllPub,Gtl,Crawfor,PosN,Norm,1Fam,1Story,52,4184,6,7,2006,CBlock,TA,GasA,Ex,Y,SBrkr,1,Gd,7,2,Typ,1,Detchd,1993.0,TA,WD,Normal,224000
1162,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,1Story,0,2238,5,5,1968,CBlock,TA,GasA,Gd,Y,SBrkr,1,TA,5,1,Typ,1,Attchd,1968.0,TA,WD,Normal,129000
1163,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,0,2976,4,4,1969,CBlock,TA,GasA,TA,Y,SBrkr,2,TA,6,4,Typ,0,CarPort,1969.0,Fa,WD,Alloca,108959
1164,RL,Pave,Lvl,AllPub,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,0,3728,5,7,1978,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,5,3,Typ,1,Attchd,1978.0,TA,WD,Normal,194000
1165,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,1Fam,1Story,0,3762,7,5,2009,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,2,Typ,0,Attchd,2009.0,TA,New,Partial,233170
1166,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0,4357,8,5,2008,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,2,Typ,0,Attchd,2008.0,TA,WD,Normal,245350
1167,RL,Pave,Lvl,AllPub,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,0,3140,6,5,2000,PConc,TA,GasA,Ex,Y,SBrkr,1,TA,7,4,Typ,1,Attchd,2000.0,TA,WD,Normal,173000
1168,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,1Fam,2Story,51,3865,6,7,1986,CBlock,TA,GasA,Ex,Y,SBrkr,1,Gd,7,2,Typ,2,Basment,1935.0,TA,WD,Normal,235000
1169,RL,Pave,Lvl,AllPub,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1,6801,10,5,1996,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,10,5,Typ,1,Attchd,1995.0,TA,WD,Normal,625000
1170,RL,Pave,Lvl,AllPub,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,0,3351,6,6,1977,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,2,Typ,1,Attchd,1977.0,TA,WD,Normal,171000
1171,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,3243,6,6,1958,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,6,2,Typ,1,Attchd,1958.0,TA,WD,Normal,163000
1172,FV,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,1,2554,7,5,2007,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,5,3,Typ,0,Detchd,2006.0,TA,WD,Normal,171900
1173,RL,Pave,Bnk,AllPub,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,48,4327,5,6,1994,CBlock,TA,GasA,TA,Y,SBrkr,1,Ex,12,3,Maj1,1,NG,-1.0,NG,WD,Normal,200500
1174,RL,Pave,Lvl,AllPub,Gtl,Crawfor,Norm,Norm,1Fam,2Story,18,3657,6,8,1950,BrkTil,TA,GasA,TA,Y,SBrkr,1,TA,9,3,Typ,1,Detchd,1932.0,TA,WD,Normal,239000
1175,RL,Pave,Lvl,AllPub,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5129,8,5,2000,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,9,3,Typ,1,Attchd,1992.0,TA,WD,Normal,285000
1176,RL,Pave,Lvl,AllPub,Gtl,Mitchel,Norm,Norm,1Fam,1Story,1,2425,5,5,1985,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,2,Typ,0,Attchd,1984.0,TA,WD,Normal,119500
1177,RM,Pave,Bnk,AllPub,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,78,2368,6,8,2004,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,1,Typ,0,Detchd,1926.0,TA,WD,Normal,115000
1178,RL,Pave,Lvl,AllPub,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,29,2554,5,6,1950,BrkTil,TA,GasA,Ex,Y,SBrkr,1,TA,7,2,Typ,1,Detchd,1921.0,Fa,WD,Normal,154900
1179,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,1Fam,1Story,0,1350,5,5,1954,Slab,NB,GasA,Gd,Y,SBrkr,1,TA,5,1,Min2,1,NG,-1.0,NG,WD,Normal,93000
1180,RL,Pave,Lvl,AllPub,Gtl,Timber,Norm,Norm,1Fam,2Story,1,4423,7,5,1991,Wood,TA,GasA,Ex,Y,SBrkr,1,TA,8,3,Typ,0,Attchd,1990.0,TA,WD,Normal,250000
1181,RM,Pave,HLS,AllPub,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,0,4102,8,5,2008,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,5,4,Typ,1,Attchd,2008.0,TA,New,Partial,392500
1182,RL,Pave,Lvl,AllPub,Gtl,NoRidge,Norm,Norm,1Fam,2Story,0,8489,10,5,1996,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,10,5,Typ,2,Attchd,1996.0,TA,WD,Abnorml,745000
1183,RL,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,1Story,30,3199,5,6,1950,BrkTil,TA,GasA,Ex,Y,SBrkr,1,TA,5,2,Typ,1,Detchd,1970.0,TA,WD,Normal,120000
1184,RL,Grvl,Lvl,AllPub,Mod,Timber,Norm,Norm,1Fam,1Story,0,4665,5,4,1963,CBlock,TA,GasA,Gd,Y,SBrkr,1,TA,5,3,Typ,2,2Types,1963.0,TA,WD,Normal,186700
1185,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,26,2633,5,7,1950,BrkTil,TA,GasA,Gd,Y,SBrkr,1,TA,7,2,Typ,0,Attchd,1965.0,TA,WD,Normal,104900
1186,RL,Pave,Bnk,AllPub,Mod,OldTown,Artery,Artery,2fmCon,2Story,70,3171,3,5,1970,CBlock,TA,GasA,TA,Y,SBrkr,2,TA,7,3,Typ,0,CarPort,1920.0,Fa,WD,Abnorml,95000
1187,RL,Pave,Lvl,AllPub,Gtl,NoRidge,Norm,Norm,1Fam,1Story,1,4311,8,5,1995,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,5,3,Typ,1,Attchd,1994.0,TA,WD,Normal,262000
1188,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0,3196,7,5,2002,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,3,Typ,0,Attchd,2002.0,TA,WD,Normal,195000
1189,RL,Pave,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,1Fam,2Story,0,3440,7,5,1999,PConc,TA,GasA,Gd,Y,SBrkr,1,Gd,7,3,Typ,1,Attchd,1999.0,TA,WD,Normal,189000
1190,RL,Pave,Low,AllPub,Mod,Mitchel,Norm,Norm,2fmCon,1Story,14,4666,4,4,1975,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,7,2,Typ,1,2Types,1975.0,TA,WD,Normal,168000
1191,FV,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,Twnhs,2Story,1,2915,8,5,2000,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,5,3,Typ,0,Detchd,1999.0,TA,WD,Normal,174000
1192,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,69,2508,5,8,1994,PConc,TA,GasA,Gd,Y,SBrkr,1,Gd,6,1,Typ,0,Detchd,1925.0,TA,WD,Normal,125000
1193,RM,Pave,Lvl,AllPub,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,0,3154,6,5,1999,PConc,TA,GasA,Ex,Y,SBrkr,1,TA,5,3,Typ,0,Attchd,1999.0,TA,WD,Normal,165000
1194,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,2Story,0,2729,6,7,1969,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,7,2,Typ,0,Attchd,1969.0,TA,WD,Normal,158000
1195,RL,Pave,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,1Fam,2Story,0,2708,6,5,2005,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,3,Typ,0,Attchd,2005.0,TA,WD,Normal,176000
1196,RL,Pave,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,1Fam,2Story,0,3519,7,5,2006,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,9,3,Typ,1,BuiltIn,2006.0,TA,New,Partial,219210
1197,RM,Pave,Bnk,AllPub,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,34,3060,7,6,1950,BrkTil,TA,GasA,Ex,Y,SBrkr,1,TA,7,1,Typ,1,Detchd,1916.0,TA,ConLw,Normal,144000
1198,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0,3353,7,5,2001,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,2,Typ,0,Attchd,2001.0,TA,WD,Normal,178000
1199,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,1Story,16,2974,4,5,1979,CBlock,TA,GasA,Gd,Y,SBrkr,1,TA,6,2,Typ,1,Attchd,1974.0,TA,WD,Normal,148000
1200,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,2008,4,5,1970,CBlock,TA,GasA,Gd,Y,SBrkr,1,TA,5,1,Typ,0,Attchd,1972.0,TA,Oth,Abnorml,116050
1201,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0,3425,7,5,1998,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,3,Typ,0,Attchd,1998.0,TA,WD,Normal,197900
1202,RM,Pave,Lvl,AllPub,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,72,2656,5,8,1997,BrkTil,TA,GasA,Ex,Y,SBrkr,1,TA,5,2,Typ,1,Detchd,1960.0,TA,WD,Normal,117000
1203,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1,4019,7,5,2001,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,2,Typ,1,Attchd,2000.0,TA,WD,Normal,213000
1204,RL,Pave,Lvl,AllPub,Gtl,NWAmes,Norm,Norm,1Fam,1Story,0,2713,5,6,1975,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,6,3,Typ,0,Attchd,1975.0,TA,WD,Normal,153500
1205,RL,Pave,Lvl,AllPub,Gtl,SawyerW,Norm,Norm,1Fam,1Story,1,5209,7,7,1991,CBlock,TA,GasA,Gd,Y,SBrkr,1,Gd,7,2,Typ,1,Attchd,1990.0,TA,WD,Normal,271900
1206,RH,Pave,Lvl,AllPub,Gtl,SawyerW,Norm,Norm,1Fam,1Story,0,2538,4,4,1966,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,2,Typ,0,Detchd,1966.0,TA,WD,Normal,107000
1207,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0,4141,6,5,2003,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,3,Typ,0,Attchd,2003.0,TA,WD,Normal,200000
1208,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,18,2720,5,7,1980,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,2,Typ,0,Detchd,1980.0,TA,WD,Normal,140000
1209,RL,Pave,Lvl,AllPub,Gtl,Somerst,RRNn,Norm,1Fam,1Story,0,4192,8,5,2006,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,3,Typ,1,Attchd,2006.0,TA,New,Partial,290000
1210,RL,Pave,Lvl,AllPub,Gtl,SawyerW,Norm,Norm,1Fam,2Story,0,4101,6,5,1992,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,3,Typ,1,Attchd,1992.0,TA,WD,Normal,189000
1211,RL,Pave,Bnk,AllPub,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,17,3140,8,7,2005,Wood,TA,GasA,Gd,Y,SBrkr,1,TA,8,2,Typ,0,Basment,1988.0,TA,WD,Normal,164000
1212,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,1691,4,6,1950,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,4,2,Typ,0,Attchd,1941.0,TA,WD,Normal,113000
1213,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,36,2060,4,9,2001,CBlock,Gd,GasA,Ex,Y,SBrkr,1,TA,3,2,Typ,0,Attchd,1965.0,TA,WD,Normal,145000
1214,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,0,2446,5,5,1962,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,2,Typ,0,Attchd,1962.0,TA,WD,Normal,134500
1215,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,1Story,0,2172,5,5,1966,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,1,Typ,0,Detchd,1966.0,TA,WD,Normal,125000
1216,RM,Pave,Lvl,AllPub,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,0,2441,6,5,1978,Slab,NB,GasA,TA,Y,SBrkr,2,TA,8,2,Typ,0,Attchd,1978.0,TA,WD,Normal,112000
1217,FV,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,1Fam,1Story,0,3413,8,5,2009,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,3,Typ,0,Attchd,2009.0,TA,New,Partial,229456
1218,RM,Pave,Lvl,AllPub,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,3,912,4,5,1950,Slab,NB,GasA,Gd,N,SBrkr,1,TA,3,1,Typ,0,NG,-1.0,NG,WD,Normal,80500
1219,RM,Pave,Lvl,AllPub,Gtl,BrDale,Norm,Norm,Twnhs,2Story,0,2091,6,5,1971,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,7,2,Typ,0,NG,-1.0,NG,WD,Abnorml,91500
1220,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,2112,5,5,1964,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,1,Typ,0,Attchd,1964.0,TA,WD,Abnorml,115000
1221,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,0,2548,5,5,1968,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,5,1,Typ,1,Attchd,1968.0,TA,WD,Normal,134000
1222,RL,Pave,Lvl,AllPub,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,1,3201,6,6,1950,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,7,2,Typ,1,Attchd,1949.0,TA,WD,Normal,143000
1223,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,4830,5,3,1951,CBlock,Fa,GasA,TA,N,FuseA,1,TA,7,2,Mod,0,Detchd,1951.0,TA,WD,Normal,137900
1224,RL,Pave,Lvl,AllPub,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,1,2841,7,5,2005,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,4,Typ,1,Attchd,2004.0,TA,WD,Normal,184000
1225,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,SLvl,0,2214,6,8,1958,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,6,2,Typ,0,Attchd,1958.0,TA,WD,Normal,145000
1226,RL,Pave,Lvl,AllPub,Gtl,Somerst,Feedr,Norm,1Fam,2Story,0,3613,6,5,2007,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,9,3,Typ,1,BuiltIn,2007.0,TA,WD,Normal,214000
1227,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,43,2640,5,8,2008,CBlock,TA,GasA,Ex,Y,SBrkr,1,Gd,5,2,Typ,0,Detchd,1992.0,TA,WD,Normal,147000
1228,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,0,4752,9,5,2008,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,7,3,Typ,1,Attchd,2008.0,TA,New,Partial,367294
1229,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,SLvl,0,2986,5,5,1960,CBlock,TA,GasA,Gd,Y,SBrkr,1,TA,7,2,Maj1,0,Basment,1960.0,TA,WD,Normal,127000
1230,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,0,4905,5,5,1977,CBlock,TA,GasA,Ex,Y,SBrkr,2,TA,12,4,Typ,1,BuiltIn,1977.0,TA,WD,Normal,190000
1231,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,Duplex,SLvl,0,2854,5,6,1962,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,2,Typ,0,Attchd,1962.0,TA,WD,Normal,132500
1232,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,Duplex,1Story,0,1686,4,5,1962,Slab,NB,GasA,TA,Y,SBrkr,2,TA,6,2,Typ,0,CarPort,1962.0,TA,WD,Normal,101800
1233,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,2907,5,5,1959,CBlock,TA,GasA,Fa,Y,SBrkr,1,TA,6,2,Typ,0,Attchd,1959.0,TA,COD,Abnorml,142000
1234,RH,Pave,Bnk,AllPub,Gtl,SWISU,Norm,Norm,1Fam,2Story,39,3096,5,6,1950,PConc,TA,GasA,TA,N,FuseA,1,TA,7,2,Typ,0,NG,-1.0,NG,WD,Abnorml,130000
1235,RL,Pave,Lvl,AllPub,Gtl,Crawfor,Norm,Norm,1Fam,2Story,36,2954,5,5,1950,BrkTil,TA,GasA,Gd,Y,FuseF,1,TA,9,2,Typ,0,Detchd,1914.0,Fa,WD,Normal,138887
1236,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,0,2891,7,5,2003,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,3,Typ,0,BuiltIn,2003.0,TA,WD,Normal,175500
1237,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,2Story,1,3377,7,5,2005,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,3,Typ,1,BuiltIn,2004.0,TA,WD,Normal,195000
1238,RL,Pave,Lvl,AllPub,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,0,2766,6,5,2005,PConc,TA,GasA,Ex,Y,SBrkr,1,TA,6,2,Typ,0,Detchd,2005.0,TA,WD,Abnorml,142500
1239,RL,Pave,HLS,AllPub,Gtl,Timber,Norm,Norm,1Fam,1Story,0,3585,8,5,2006,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,6,2,Typ,1,Attchd,2006.0,TA,WD,Normal,265900
